"package","installs_display","skills_sh_url","queries","install_command","repository_metadata_checked","status"
"pbakaus/impeccable@adapt","83.7K","https://skills.sh/pbakaus/impeccable/adapt","impeccable","npx skills add pbakaus/impeccable@adapt","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@clarify","83.2K","https://skills.sh/pbakaus/impeccable/clarify","impeccable","npx skills add pbakaus/impeccable@clarify","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@optimize","83K","https://skills.sh/pbakaus/impeccable/optimize","impeccable","npx skills add pbakaus/impeccable@optimize","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@colorize","82.8K","https://skills.sh/pbakaus/impeccable/colorize","impeccable","npx skills add pbakaus/impeccable@colorize","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@bolder","81.9K","https://skills.sh/pbakaus/impeccable/bolder","impeccable","npx skills add pbakaus/impeccable@bolder","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@delight","81.8K","https://skills.sh/pbakaus/impeccable/delight","impeccable","npx skills add pbakaus/impeccable@delight","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@distill","81.4K","https://skills.sh/pbakaus/impeccable/distill","impeccable","npx skills add pbakaus/impeccable@distill","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@quieter","80.5K","https://skills.sh/pbakaus/impeccable/quieter","impeccable","npx skills add pbakaus/impeccable@quieter","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@typeset","66.2K","https://skills.sh/pbakaus/impeccable/typeset","impeccable","npx skills add pbakaus/impeccable@typeset","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@overdrive","64.3K","https://skills.sh/pbakaus/impeccable/overdrive","impeccable","npx skills add pbakaus/impeccable@overdrive","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@normalize","55.8K","https://skills.sh/pbakaus/impeccable/normalize","impeccable","npx skills add pbakaus/impeccable@normalize","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@extract","54.7K","https://skills.sh/pbakaus/impeccable/extract","impeccable","npx skills add pbakaus/impeccable@extract","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@onboard","54.5K","https://skills.sh/pbakaus/impeccable/onboard","impeccable","npx skills add pbakaus/impeccable@onboard","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@harden","54.5K","https://skills.sh/pbakaus/impeccable/harden","impeccable","npx skills add pbakaus/impeccable@harden","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"pbakaus/impeccable@teach-impeccable","51.4K","https://skills.sh/pbakaus/impeccable/teach-impeccable","impeccable","npx skills add pbakaus/impeccable@teach-impeccable","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"tamdogood/builder-essential-skills@orwell-writing","162","https://skills.sh/tamdogood/builder-essential-skills/orwell-writing","clear english","npx skills add tamdogood/builder-essential-skills@orwell-writing","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"membranedev/application-skills@clear-books","62","https://skills.sh/membranedev/application-skills/clear-books","clear english","npx skills add membranedev/application-skills@clear-books","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"yanyang1116/skills@english-evaluation","31","https://skills.sh/yanyang1116/skills/english-evaluation","clear english","npx skills add yanyang1116/skills@english-evaluation","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"tranz007/ux-skills@clear","26","https://skills.sh/tranz007/ux-skills/clear","clear english","npx skills add tranz007/ux-skills@clear","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"gigio1023/agent-skills@english-prompt-review","16","https://skills.sh/gigio1023/agent-skills/english-prompt-review","clear english","npx skills add gigio1023/agent-skills@english-prompt-review","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"acomarcho/skills@plain-english","14","https://skills.sh/acomarcho/skills/plain-english","clear english","npx skills add acomarcho/skills@plain-english","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"rstackjs/agent-skills@release-blog-writer","12","https://skills.sh/rstackjs/agent-skills/release-blog-writer","clear english","npx skills add rstackjs/agent-skills@release-blog-writer","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"tw93/waza@english","11","https://skills.sh/tw93/waza/english","clear english","npx skills add tw93/waza@english","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"aturan/skills@writing-clearly-and-concisely","11","https://skills.sh/aturan/skills/writing-clearly-and-concisely","clear english","npx skills add aturan/skills@writing-clearly-and-concisely","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"gigio1023/clear-writing@clear-writing","5","https://skills.sh/gigio1023/clear-writing/clear-writing","clear english","npx skills add gigio1023/clear-writing@clear-writing","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"rejke/agents-marketplace@clear-writing","5","https://skills.sh/rejke/agents-marketplace/clear-writing","clear english","npx skills add rejke/agents-marketplace@clear-writing","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"amoschenzixuan/agentic-working-contract@clear-issues","4","https://skills.sh/amoschenzixuan/agentic-working-contract/clear-issues","clear english","npx skills add amoschenzixuan/agentic-working-contract@clear-issues","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"effylyx/english-coach@english-coach","3","https://skills.sh/effylyx/english-coach/english-coach","clear english","npx skills add effylyx/english-coach@english-coach","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"skills.volces.com@english","2","https://skills.sh/skills.volces.com/english","clear english","npx skills add skills.volces.com@english","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"mi9-llc/agent-skills@clear-and-short","2","https://skills.sh/mi9-llc/agent-skills/clear-and-short","clear english","npx skills add mi9-llc/agent-skills@clear-and-short","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"clawhub.ai@english","1","https://skills.sh/clawhub.ai/english","clear english","npx skills add clawhub.ai@english","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"joabgonzalez/ai-agents-skills@english-writing","1","https://skills.sh/joabgonzalez/ai-agents-skills/english-writing","clear english","npx skills add joabgonzalez/ai-agents-skills@english-writing","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"kevin-burns/claude-skills@clear-and-human","1","https://skills.sh/kevin-burns/claude-skills/clear-and-human","clear english","npx skills add kevin-burns/claude-skills@clear-and-human","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"smithery.ai@clear-books","1","https://skills.sh/smithery.ai/clear-books","clear english","npx skills add smithery.ai@clear-books","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"ceasarxuu/astartesskills@clear-prd","1","https://skills.sh/ceasarxuu/astartesskills/clear-prd","clear english","npx skills add ceasarxuu/astartesskills@clear-prd","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"open-mercato/skills@om-prepare-test-env","915","https://skills.sh/open-mercato/skills/om-prepare-test-env","ai flavor","npx skills add open-mercato/skills@om-prepare-test-env","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"dhruvanbhalara/skills@flutter-config","212","https://skills.sh/dhruvanbhalara/skills/flutter-config","ai flavor","npx skills add dhruvanbhalara/skills@flutter-config","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"leancodepl/patrol@patrol-setup","152","https://skills.sh/leancodepl/patrol/patrol-setup","ai flavor","npx skills add leancodepl/patrol@patrol-setup","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"davepoon/buildwithclaude@obsidian-markdown","146","https://skills.sh/davepoon/buildwithclaude/obsidian-markdown","ai flavor","npx skills add davepoon/buildwithclaude@obsidian-markdown","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"b1lli/remove-ai-flavor-writing-skill@remove-ai-flavor","86","https://skills.sh/b1lli/remove-ai-flavor-writing-skill/remove-ai-flavor","ai flavor","npx skills add b1lli/remove-ai-flavor-writing-skill@remove-ai-flavor","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"chambersxdu/enhance-comment@remove-ai-comments","86","https://skills.sh/chambersxdu/enhance-comment/remove-ai-comments","ai flavor","npx skills add chambersxdu/enhance-comment@remove-ai-comments","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"sd0xdev/sd0x-harness@de-ai-flavor","18","https://skills.sh/sd0xdev/sd0x-harness/de-ai-flavor","ai flavor","npx skills add sd0xdev/sd0x-harness@de-ai-flavor","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"uipath/skills@manage-skill-flavors","18","https://skills.sh/uipath/skills/manage-skill-flavors","ai flavor","npx skills add uipath/skills@manage-skill-flavors","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"piyushverma0/android-agent-skills@gradle","18","https://skills.sh/piyushverma0/android-agent-skills/gradle","ai flavor","npx skills add piyushverma0/android-agent-skills@gradle","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"ronjunevaldoz/kmp-agent-skills@kmp-flavor-environment","13","https://skills.sh/ronjunevaldoz/kmp-agent-skills/kmp-flavor-environment","ai flavor","npx skills add ronjunevaldoz/kmp-agent-skills@kmp-flavor-environment","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"arindam200/nebius-skills@nebius-dedicated-endpoint","12","https://skills.sh/arindam200/nebius-skills/nebius-dedicated-endpoint","ai flavor","npx skills add arindam200/nebius-skills@nebius-dedicated-endpoint","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"dair-ai/dair-academy-plugins@wiki-builder","9","https://skills.sh/dair-ai/dair-academy-plugins/wiki-builder","ai flavor","npx skills add dair-ai/dair-academy-plugins@wiki-builder","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"sickn33/agentic-awesome-skills@wiki-builder","8","https://skills.sh/sickn33/agentic-awesome-skills/wiki-builder","ai flavor","npx skills add sickn33/agentic-awesome-skills@wiki-builder","true","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"alisonaquinas/llm-doc-skills@github-flavored-markdown","8","https://skills.sh/alisonaquinas/llm-doc-skills/github-flavored-markdown","ai flavor","npx skills add alisonaquinas/llm-doc-skills@github-flavored-markdown","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"ucalyptus/skills@flavor-neo","7","https://skills.sh/ucalyptus/skills/flavor-neo","ai flavor","npx skills add ucalyptus/skills@flavor-neo","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"wangjiawei508/workwise@ai-flavor-remover","4","https://skills.sh/wangjiawei508/workwise/ai-flavor-remover","ai flavor","npx skills add wangjiawei508/workwise@ai-flavor-remover","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"blocklune/skills@no-ai-flavor-zh","2","https://skills.sh/blocklune/skills/no-ai-flavor-zh","ai flavor","npx skills add blocklune/skills@no-ai-flavor-zh","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"alisheraxmedov/flutter-skills@flavors-env","2","https://skills.sh/alisheraxmedov/flutter-skills/flavors-env","ai flavor","npx skills add alisheraxmedov/flutter-skills@flavors-env","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
"zaynjarvis/ai-writing-humanizer@ai-writing-humanizer","2","https://skills.sh/zaynjarvis/ai-writing-humanizer/ai-writing-humanizer","ai flavor","npx skills add zaynjarvis/ai-writing-humanizer@ai-writing-humanizer","false","原始检索候选；含误命中、重复谱系及相邻领域，不等同推荐"
